2018-04-20 20:16:31,b'@LeeMack bloody lovely on hignfy right now being funny and sexy as hell as usual #hignfy',London
2018-04-13 21:53:25,"b' #hignfy RT @friends_earth: Have we got #plasticfree gardening tips for you?! Yes we have! From the fantastic @AlysFowler, no less: https://t.co/hEa\xe2\x80\xa6'",London
2018-04-13 21:52:37,"b"" #hignfy RT @SovereignAnnie: It is significant that in 1968, Powell's speech was NOT broadcast in full. Today's BBC would have him on #BBCqt and #HI\xe2\x80\xa6""",London
2018-04-13 21:52:36,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 21:52:35,b'@VictoriaCoren should be the permanent host of #HIGNFY bleddy brilliant!  \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f #NoMorePaxman\xf0\x9f\x91\x8e',London
2018-04-13 21:50:59,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 21:50:53,b'RT @DRCQuaker: Yay! Nottingham Young Quakers silent podcast shout-out on @haveigotnews #HIGNFY #youngquakerpodcast\nhttps://t.co/ZyNGk3zQKh',London
2018-04-13 21:49:46,b'Yay! Nottingham Young Quakers silent podcast shout-out on @haveigotnews #HIGNFY #youngquakerpodcast\nhttps://t.co/ZyNGk3zQKh',London
2018-04-13 21:49:05,"b'@VictoriaCoren @The_Indexer @indexers @richardosman @valmcdermid Hands down,@VictoriaCoren is the best #hignfy presenter EVER'",London
2018-04-13 21:48:34,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:47:44,"b'#HIGNFY make Victoria Coren the permanent presenter - slick, funny and so much less embarrassing than Paxo!'",London
2018-04-13 21:47:10,b' #hignfy @Wishful_Vixen #Recent #Background #Removal work done By me...\n\nNeed a #remove #background from your photo like thi\xe2\x80\xa6 https://t.co/MqGi8fFrAA',London
2018-04-13 21:46:53,"b""Aye, hen, ye were stoatin'. Shoulda won, but. Still, ye werenae gubbed - it wis close. *nods* #HIGNFY https://t.co/6wVZzZA896""",London
2018-04-13 21:46:34,b' #hignfy #Recent #Background #Removal work done By me...\n\nNeed a #remove #background from your photo like this?\n\nContact her\xe2\x80\xa6 https://t.co/hdMLCg0ABg',London
2018-04-13 21:46:27,b'RT @figureight: Victoria Coren Mitchell should always host #HIGNFY \xf0\x9f\x98\x8d',London
2018-04-13 21:45:37,b'Victoria Coren Mitchell should always host #HIGNFY \xf0\x9f\x98\x8d',London
2018-04-13 21:43:59,b'@AndyK_Stokie You missed a good one.  #hignfy just pulled a Lazarus stunt. Left for dead last week it picked up its\xe2\x80\xa6 https://t.co/ZWYgaoQZEy',London
2018-04-13 21:43:13,b'Good to see @valmcdermid killer performance on #HIGNFY this evening.',London
2018-04-13 21:42:23,"b' #hignfy @jonkennaugh So could it be that, with mission accomplished and damage done, this was the token \xe2\x80\x98moderate\xe2\x80\x99 show of\xe2\x80\xa6 https://t.co/sVnB5moZpt'",London
2018-04-13 21:42:12,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:41:50,"b'@VictoriaCoren  Already a classic for Only Connect, you were fabulous on #HIGNFY I see a permanent gig there in the future!'",London
2018-04-13 21:40:54,"b'Good edition of #HIGNFY tonight, as great as Hislop &amp; Merton are it always helps when the host &amp; guests are good wh\xe2\x80\xa6 https://t.co/krAauH6qQu'",London
2018-04-13 21:40:25,"b'#hignfy has started quite strongly, unlike some of the previous series when the first couple of programmes were hea\xe2\x80\xa6 https://t.co/PfZddLvyzA'",London
2018-04-13 21:40:14,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 21:39:58,b' #hignfy @AjalaOluwaseyi1 #Recent #Logo #Design By me...\n\nNeed a #eyecatching Logo like this?\n\nContact here&gt;&gt;\xe2\x80\xa6 https://t.co/KBg5SNyUsu',London
2018-04-13 21:39:42,"b'Brillant #HIGNFY , and @VictoriaCoren looking stunning in a cherry dress.\xf0\x9f\x8d\x92'",London
2018-04-13 21:39:33,b'@haveigotnews @VictoriaCoren gets my vote for permanent #HIGNFY host (and @Richardosman for permanent guest please)',London
2018-04-13 21:39:26,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:39:21,b' #hignfy @younguwop2x #Recent #Logo #Design By me...\n\nNeed a #eyecatching Logo like this?\n\nContact here&gt;&gt;\xe2\x80\xa6 https://t.co/qSF96Qm420',London
2018-04-13 21:39:02,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-13 21:39:02,"b""Wow! Surely it's not just me! @VictoriaCoren on @haveigotnews \xf0\x9f\x98\xae\xf0\x9f\x98\x8d #HIGNFY""",London
2018-04-13 21:38:58,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:38:47,b'RT @BTASteele: So much better to have @VictoriaCoren on #HIGNFY rather than Boozy McShouty Face.',London
2018-04-13 21:38:45,"b'@VictoriaCoren @valmcdermid @richardosman #HIGNFY went from the worst last week (Paxo, just no) to one of the best\xe2\x80\xa6 https://t.co/RdOy2EZC2K'",London
2018-04-13 21:38:30,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:38:28,"b""'And if you want to look up Donald Trump in the index, he's under C.' (@VictoriaCoren) #HIGNFY https://t.co/lteNM8q4AQ""",London
2018-04-13 21:38:15,b' #hignfy RT @chetanv82: Anyone else watching Have I got news for you like me finding themselves being distracted by Victoria Coren\xe2\x80\x99s cleavage? #HIGN\xe2\x80\xa6',London
2018-04-13 21:38:12,b' #hignfy #Recent #Logo #Design By me...\n\nNeed a #eyecatching Logo like this?\n\nContact here&gt;&gt; https://t.co/979Eo8VWze\xe2\x80\xa6 https://t.co/tEqPj4rxhK',London
2018-04-13 21:38:06,"b'@richardosman ""PIN number"" ... really, Mr Osman, really? *sighs*   #HIGNFY'",London
2018-04-13 21:38:04,"b'@VictoriaCoren did an excellent job on #HIGNFY tonight, as usual. Way better than Paxman last week.'",London
2018-04-13 21:38:01,b'Bit of a lame episode I found tonight. Last weeks was good. #HIGNFY',London
2018-04-13 21:37:19,"b""@WillBlackWriter Can't do #HIGNFY anymore, I'm sick &amp; tired of Hislop &amp; Merton &amp; their smug wankery""",London
2018-04-13 21:37:03,b'#HIGNFY The Coren joke about @easyJet &amp; Cyprus should have been Ryanair.  Formally complain #easyjet',London
2018-04-13 21:36:41,"b' #hignfy RT @friends_earth: Have we got #plasticfree gardening tips for you?! Yes we have! From the fantastic @AlysFowler, no less: https://t.co/hEa\xe2\x80\xa6'",London
2018-04-13 21:35:35,b'Wow - two of the guiding stars of my Twitter feed - @valmcdermid and @richardosman on #HIGNFY at the same time - wh\xe2\x80\xa6 https://t.co/KVZTWh5m2K',London
2018-04-13 21:35:33,b'#HIGNFY \nDAVID MITCHELL YOU LUCKY BASTARD \n\nthat is all',London
2018-04-13 21:34:35,"b'Apparently I was the only ""bloke"" watching #HIGNFY who doesn\'t fancy Victoria Coren?!'",London
2018-04-13 21:34:28,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 21:34:05,"b"" #hignfy RT @SovereignAnnie: It is significant that in 1968, Powell's speech was NOT broadcast in full. Today's BBC would have him on #BBCqt and #HI\xe2\x80\xa6""",London
2018-04-13 21:33:48,b'World upside down: Only sane news and analysis on the BBC now provided by #HIGNFY on TV and #newsquiz on radio.\xe2\x80\xa6 https://t.co/waeGFlwf7S',London
2018-04-13 21:33:38,b'#HIGNFY Crap guests tonight. Except for @VictoriaCoren',London
2018-04-13 21:33:03,b'I see someone at #HIGNFY told them they were using the wrong credits font https://t.co/kXHpmUmkGD',London
2018-04-13 21:32:48,b'Ama-\n[to the]\nZing\n#HIGNFY https://t.co/eafwZSE19g',London
2018-04-13 21:32:42,b'David Mitchell definitely batting above his average #HIGNFY',London
2018-04-13 21:32:36,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 21:32:00,b'RT @cocklepark: The brilliant @valmcdermid on #hignfy - I will Be forever jealous that Val follows my fellow Dairy producers and close pers\xe2\x80\xa6',London
2018-04-13 21:31:29,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 21:31:05,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-13 21:30:57,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 21:30:14,b'Dame Vicky Coren Mitchell is a National Treasure. @VictoriaCoren #HIGNFY',London
2018-04-13 21:29:58,"b"" #hignfy RT @catherine_mayer: The reason that clip of Jo Brand rebuking Ian Hislop and Paul Merton over their response to #MeToo went viral isn't ju\xe2\x80\xa6""",London
2018-04-13 21:29:47,"b'@VictoriaCoren should be a regular host on #HIGNFY, in my humble opinion. The required skills, qualities, cheekines\xe2\x80\xa6 https://t.co/36pSexOkNj'",London
2018-04-13 21:29:47,b'#HIGNFY @valmcdermid excellent laugh by the way',London
2018-04-13 21:29:44,"b""RT @whalleysteve1: #HIGNFY was back on form tonight with the incomparable @VictoriaCoren Mitchell at the helm. Definitely one of the #BBC's\xe2\x80\xa6""",London
2018-04-13 21:29:05,b'#HIGNFY No they d',London
2018-04-13 21:28:47,b'There are TWO WOMEN on #HIGNFY tonight. What the actual???',London
2018-04-13 21:28:31,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:28:21,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-13 21:28:14,b'RT @lynseypads1: Women are too scared for #hignfy ... clearly @valmcdermid and @VictoriaCoren missed that memo! #strongwomen #positiverolem\xe2\x80\xa6',London
2018-04-13 21:27:47,"b""I'm watching I'm watching #hignfy 55x02 hosted by @VictoriaCoren and with guests @richardosman and @valmcdermid\xe2\x80\xa6 https://t.co/Plw9pSkFnk""",London
2018-04-13 21:27:43,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 21:27:22,"b"" #hignfy Unlike many other people tonight I'm not interested in Victoria Coren's cleavage, I'm interested in her brain. I'm\xe2\x80\xa6 https://t.co/7Rt0bDbZhb""",London
2018-04-13 21:26:59,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-13 21:26:30,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 21:26:08,b'Steph McGovern did great on last weeks #HIGNFY but what she here was brilliant!! She donated quite a large amount t\xe2\x80\xa6 https://t.co/1a0jbDpe49',London
2018-04-13 21:25:56,b' #hignfy #Recent #Logo #Design By me...\n\nNeed a #eyecatching Logo like this?\n\nContact here&gt;&gt; https://t.co/979Eo8VWze\xe2\x80\xa6 https://t.co/3PGdD5CasD',London
2018-04-13 21:25:31,b'RT @EileenFurze: Much better #HIGNFY this week. @VictoriaCoren should present it permanently.',London
2018-04-13 21:25:27,b'#MasterChefUK #Gogglebox #HIGNFY #SLLeeWig all trending Let\xe2\x80\x99s hope no Russian missile coming to UK tonight #DontBombSyria #NotInMyName',London
2018-04-13 21:25:01,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 21:24:42,"b' #hignfy If global thermonuclear war does break out soon , the fact that I was able to spend thirty of my last minutes reali\xe2\x80\xa6 https://t.co/icZNxIflRo'",London
2018-04-13 21:23:46,"b'#HIGNFY Men white knighting for Victoria Coren over leery comments made on Twitter about her cleavage are, ironical\xe2\x80\xa6 https://t.co/RWYRSa49f4'",London
2018-04-13 21:23:37,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 21:23:28,b'Would love to see the gorgeous @AnnaRichardso present HIGNFY another highly intelligent stunner #HIGNFY and excellent presenter',London
2018-04-13 21:22:56,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 21:22:41,"b' #hignfy @vincent_rowlatt @brierley_jane Sorry, the only tits distracting me tonight are those that focussed on cleavage rat\xe2\x80\xa6 https://t.co/jYoBY1BHk0'",London
2018-04-13 21:22:37,b'#HIGNFY was back on form tonight with the incomparable @VictoriaCoren Mitchell at the helm. Definitely one of the\xe2\x80\xa6 https://t.co/G0ZJu8OdvZ',London
2018-04-13 21:22:35,"b""#HIGNFY every week I see this trend and it's just full of people moaning about it, stop fucking watching it then! I\xe2\x80\xa6 https://t.co/9bV4RXMn0g""",London
2018-04-13 21:22:29,"b""RT @kt98765: @onbbc1now #hignfy hashtag is mainly wankers astonished by the sight of a woman's tits. One day lads, you might get to see som\xe2\x80\xa6""",London
2018-04-13 21:22:27,"b'#HIGNFY Should you grow bored, estimate the number of wattles Ian Hislop now has. Like watching bingo wings grafted\xe2\x80\xa6 https://t.co/O1YBRqKJOR'",London
2018-04-13 21:22:09,b'#HIGNFY was excellent tonight. @valmcdermid was the best.\n\n@VictoriaCoren was also good. Both of them should be bac\xe2\x80\xa6 https://t.co/UtiYG1ZPfy',London
2018-04-13 21:21:49,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-13 21:21:09,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:20:20,"b""@alanmccredie @valmcdermid Yes, fantastic! Hope it'll be a regular thing #HIGNFY""",London
2018-04-13 21:20:18,b'Still chuckling at the end of #HIGNFY\n@valmcdermid you have an infectious laugh \xf0\x9f\x98\x82 https://t.co/rHoNUhbqwL',London
2018-04-13 21:19:52,"b""Great turn by @valmcdermid on tonight's #HIGNFY.""",London
2018-04-13 21:19:42,b'@VictoriaCoren showing why she is one of the best hosts of #HIGNFY . So quick witted. And I\xe2\x80\x99m almost embarrassed to\xe2\x80\xa6 https://t.co/Iwqj4ijgpD',London
2018-04-13 21:19:28,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:19:06,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:18:22,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:18:14,b'So much better to have @VictoriaCoren on #HIGNFY rather than Boozy McShouty Face.',London
2018-04-13 21:18:09,"b'RT @Clarehamilton: @valmcdermid and @VictoriaCoren on #hignfy - fantastic!  Both funny, gorgeous - and bloody clever!'",London
2018-04-13 21:18:04,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-13 21:17:53,b'RT @EileenFurze: Much better #HIGNFY this week. @VictoriaCoren should present it permanently.',London
2018-04-13 21:17:08,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:16:33,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:16:27,b'RT @ellygriffiths: \xe2\x80\x98If I was in that family I\xe2\x80\x99d be a drinker\xe2\x80\x99. Go @valmcdermid! Great to see you on #hignfy',London
2018-04-13 21:15:51,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 21:15:40,b'You know I don\xe2\x80\x99t think @VictoriaCoren gives a flying f index about titty leching #HIGNFY',London
2018-04-13 21:15:25,"b' #hignfy RT @sergeant_cecil: Fuck me, even Have I Got News For You, has decided to join the BBC bandwagon on making out that Corbyn is anti-Semtitic\xe2\x80\xa6'",London
2018-04-13 21:15:20,"b'@BBC #HIGNFY I need that cherry top - Wardrobe people, please spill!!'",London
2018-04-13 21:15:06,b'Much better #HIGNFY this week. @VictoriaCoren should present it permanently.',London
2018-04-13 21:14:11,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 21:14:09,b'@VictoriaCoren could not take my eyes \xf0\x9f\x91\x80 off you tonight on #HIGNFY your assets are more  intellectual than Kim Kardadashians Brain \xf0\x9f\xa7\xa0 \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8d\xf0\x9f\x99\x8f',London
2018-04-13 21:13:30,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 21:13:16,b'Please can @VictoriaCoren present #HIGNFY every week??',London
2018-04-13 21:13:04,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-13 21:13:01,"b""no wonder women don't want to present @haveigotnews \xf0\x9f\x99\x84 #hignfy #EverydaySexism https://t.co/2fSqImCdxm""",London
2018-04-13 21:12:32,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:12:07,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 21:11:51,"b"" #hignfy RT @SovereignAnnie: It is significant that in 1968, Powell's speech was NOT broadcast in full. Today's BBC would have him on #BBCqt and #HI\xe2\x80\xa6""",London
2018-04-13 21:11:19,b' #hignfy That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of soun\xe2\x80\xa6 https://t.co/ejn7yUysm7',London
2018-04-13 21:11:06,b'#HIGNFY Some stats.\nThey started off with a dodgy Corbyn sketch but that was the only time he was featured *faints*\xe2\x80\xa6 https://t.co/i1wBZwsK8y',London
2018-04-13 21:10:54,"b'@VictoriaCoren fun fayre dismissal, best episode of #hignfy in a long time.'",London
2018-04-13 21:10:33,"b""Thank goodness I didn't accidentally switch on #HIGNFY Annoying smugness level 11 by the look of it.""",London
2018-04-13 21:10:28,"b' #hignfy News, For You, Have I Got?\nGood to get a glimpse of @The_Indexer on @haveigotnews tonight. Maybe more on Monday. Po\xe2\x80\xa6 https://t.co/vASwPLDrJW'",London
2018-04-13 21:10:17,"b' #hignfy RT @terrigriff2: @brierley_jane Just opened Twitter to see if everyone else agreed that VCM was hugely funny tonight, but all the tweets ar\xe2\x80\xa6'",London
2018-04-13 21:09:44,"b' #hignfy Oh yes, we need to know... RT @The_Indexer: For special bonus points from us, @richardosman, @VictoriaCoren,\xe2\x80\xa6 https://t.co/ty0FbzJd05'",London
2018-04-13 21:09:41,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 21:09:40,b'#HIGNFY Still killing me even after all these years https://t.co/QU9A3Lltwm',London
2018-04-13 21:09:34,b'@chetanv82 Not really......  \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #Loser #HIGNFY',London
2018-04-13 21:09:33,b'@richardosman Great performance tonight on #HIGNFY. Five star. A triumph. Unputdownable.',London
2018-04-13 21:09:24,"b"" #hignfy RT @SovereignAnnie: It is significant that in 1968, Powell's speech was NOT broadcast in full. Today's BBC would have him on #BBCqt and #HI\xe2\x80\xa6""",London
2018-04-13 21:09:09,"b'RT @pvlrogey: Paul Merton on #HIGNFY reminds me off an uncle who you have to tell ""Its getting late uncle it\'s time to go home""'",London
2018-04-13 21:09:05,"b' #hignfy @VictoriaCoren despite me warning against possible outcomes, my dear wife insists i ask from where you purchased yo\xe2\x80\xa6 https://t.co/z9RGhaUdql'",London
2018-04-13 21:08:52,"b""I see I'm not the only one wondering where VCM got her awesome cherry print dress #HIGNFY #yesshallowbutithascherriesonit""",London
2018-04-13 21:08:46,b'RT @ellygriffiths: \xe2\x80\x98If I was in that family I\xe2\x80\x99d be a drinker\xe2\x80\x99. Go @valmcdermid! Great to see you on #hignfy',London
2018-04-13 21:08:35,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 21:08:31,b'@littlescrot this guy featured on #hignfy awwwww! Ps he has unusual talents! https://t.co/gigN9CX1eJ',London
2018-04-13 21:08:24,"b""Just clicked on #HIGNFY TT....9/10 tweets are about how people fancy Victoria Coren Mitchell/VCM's cleavage. Comedy what? Satire who?""",London
2018-04-13 21:08:13,"b'Really enjoyed #HIGNFY: Victoria Coren Mitchell is an excellent host &amp; ""if you\'re looking for Donald Trump in the i\xe2\x80\xa6 https://t.co/bMy8IWpPLo'",London
2018-04-13 21:08:02,"b""RT @lauragraham_may: #HIGNFY Did Ian Hislop just say 'less' instead of 'fewer'?! Shocked and saddened.""",London
2018-04-13 21:07:44,"b' #hignfy @brierley_jane Just opened Twitter to see if everyone else agreed that VCM was hugely funny tonight, but all the tw\xe2\x80\xa6 https://t.co/xXL7jiQoFY'",London
2018-04-13 21:07:41,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 21:07:34,"b'Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and -\xe2\x80\xa6 https://t.co/SVCEXHM0ah'",London
2018-04-13 21:07:21,b'Dear god lads do calm down \xf0\x9f\x99\x84 #HIGNFY',London
2018-04-13 21:06:54,b'RT @SSCav: Just saw you on the TV @valmcdermid #hignfy. You were fantastic! Great episode.',London
2018-04-13 21:06:49,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 21:06:42,"b'@VictoriaCoren @valmcdermid @richardosman Shock, horror, #HIGNFY make almost funny episode!'",London
2018-04-13 21:06:41,"b""@richardosman quinoa viennetta has really tickled me, like I'm properly roaring at that #hignfy""",London
2018-04-13 21:06:27,"b"" #hignfy For special bonus points from us, @richardosman, @VictoriaCoren, @valmcdermid: you've all written non-fiction books\xe2\x80\xa6 https://t.co/fevk0EayyD""",London
2018-04-13 21:06:26,b'The host on  #HIGNFY has nice tits',London
2018-04-13 21:06:12,b' #hignfy What a great episode tonight \xf0\x9f\x98\x81. Always love @richardosman and @valmcdermid was very funny. @VictoriaCoren a fantast\xe2\x80\xa6 https://t.co/804lBIRLxY',London
2018-04-13 21:05:47,"b"" #hignfy RT @The_Indexer: We can't think of a nicer bunch of people to be at the mercy of than @valmcdermid, @richardosman a\xe2\x80\xa6 https://t.co/9Ln6TaRsgx""",London
2018-04-13 21:05:20,b'Have I Got Boobs For You @VictoriaCoren #HIGNFY https://t.co/sJRgQykzNw',London
2018-04-13 21:05:03,"b'#HIGNFY Victoria is the best presenter ever, and not just because she is stunningly gorgeous'",London
2018-04-13 21:05:02,"b'#HIGNFY weak middle of the road humour, bring back Paxman permanently.'",London
2018-04-13 21:04:58,"b' #hignfy Awww, not many of those were from our august publication.\nWho wants to play with some real ones?\n\nIndexes behaving\xe2\x80\xa6 https://t.co/hrbeI22x28'",London
2018-04-13 21:04:44,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 21:04:42,"b'Her presenting skills are indeed excellent. But by Christ, so are her breasts. #HIGNFY https://t.co/OL6gklz69L'",London
2018-04-13 21:04:41,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-13 21:04:34,b'These two alternating as host would be very welcome #HIGNFY https://t.co/PCvMCTeakZ',London
2018-04-13 21:04:32,b'Tonight\xe2\x80\x99s #HIGNFY back on sparkling form after last week\xe2\x80\x99s debacle \xf0\x9f\x98\x82',London
2018-04-13 21:04:13,b'@VictoriaCoren @valmcdermid @richardosman Always enjoy #hignfy when @VictoriaCoren is hosting it. Tonight was brilliant.',London
2018-04-13 21:03:57,"b"" #hignfy RT @The_Indexer: We can't think of a nicer bunch of people to be at the mercy of than @valmcdermid, @richardosman and @VictoriaCoren  #HIGN\xe2\x80\xa6""",London
2018-04-13 21:03:50,b'Best #hignfy for a long while @VictoriaCoren',London
2018-04-13 21:03:22,b'#hignfy panto style script tonight - poor',London
2018-04-13 21:03:20,b'@VictoriaCoren Loved #HIGNFY tonight \xf0\x9f\x91\x8d',London
2018-04-13 21:03:10,"b' #hignfy RT @DecSop1: Kudos to @VictoriaCoren for line of the evening on @haveigotnews: if you\'re looking for Donald Trump in the index of ""Fire and\xe2\x80\xa6'",London
2018-04-13 21:03:08,b'#HIGNFY I liked the dress Victoria Coren was wearing.',London
