2018-04-20 20:02:05,b'RT @EJT___: #SignsYoureInMyHometown\n\nThey roll up the sidewalks at 10:00',California
2018-04-20 19:39:16,b' #SignsYoureInMyHometown RT @GirlInHerPJs: You can get from one side of town to another in 45 minutes on foot but people are still driving like crazy #SignsYoureInM\xe2\x80\xa6',California
2018-04-20 19:39:15,"b"" #SignsYoureInMyHometown RT @HappyHourTags: See this gorgeous skyline? It's my hometown of Cleveland, OH. It's time for you to rep YOUR hometown and...\n\nPLAY: #Sign\xe2\x80\xa6""",California
2018-04-20 19:39:14,b'That shoebox in the ghetto is $1500 a month #SignsYoureInMyHometown',California
2018-04-20 19:39:14,"b""RT @YellowdaffodilI: It's not unusual to see women in the co-op shopping in their pyjamas #SignsYoureInMyHometown""",California
2018-04-20 19:39:14,"b'RT @CzexanCzik: #SignsYoureInMyHometown\n\nDepending on the part of town, the street signs could be in English, Korean, Vietnamese, or Chinese'",California
2018-04-20 19:39:09,"b""RT @heyjacqui_: They've gone 49 years without a river fire. #SignsYoureInMyHometown https://t.co/vs6FW5B897""",California
2018-04-20 19:39:08,b' #SignsYoureInMyHometown An insane clown has rigged a shopping mall with explosives and will detonate them unless I bring him a 12 pack on N\xe2\x80\xa6 https://t.co/V0Avj5NxfJ',California
2018-04-20 19:39:08,b'RT @xmillrunner: #SignsYoureInMyHometown  there is 0 diversity',California
2018-04-20 19:39:07,b'#SignsYoureInMyHometown your Percocet dealer is one of the nicest guys you know',California
2018-04-20 19:39:06,b'RT @RachelJuly16: #SignsYoureInMyHometown \nEvery car has a swerving 90 year old in it. \xf0\x9f\x98\xa1',California
2018-04-20 19:39:05,b'RT @Joyannah73: #SignsYoureInMyHometown There\xe2\x80\x99s a post office in a barbershop #true',California
2018-04-20 19:39:03,b'RT @Joyannah73: Lots of tats. Less of teeth #SignsYoureInMyHometown',California
2018-04-20 19:39:03,b'RT @Joyannah73: Lots of tats. Less of teeth #SignsYoureInMyHometown',California
2018-04-20 19:39:01,"b""There's nobody around.\n #SignsYoureInMyHometown""",California
2018-04-20 19:38:58,b'RT @elizettezamora: The great Mexican food you\xe2\x80\x99ll come across \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #SignsYoureInMyHometown',California
2018-04-20 19:38:57,"b"" #SignsYoureInMyHometown RT @HappyHourTags: See this gorgeous skyline? It's my hometown of Cleveland, OH. It's time for you to rep YOUR hometown and...\n\nPLAY: #Sign\xe2\x80\xa6""",California
2018-04-20 19:38:57,b'RT @Kevin_Saito: #SignsYoureInMyHometown You quickly learn to dodge bullets like Neo. https://t.co/7RuSkuDm3a',California
2018-04-20 19:38:56,"b""RT @heyjacqui_: They've gone 49 years without a river fire. #SignsYoureInMyHometown https://t.co/vs6FW5B897""",California
2018-04-20 19:38:56,b'Everyone is very helpful.. #SignsYoureInMyHometown https://t.co/lVnUEtJN9i',California
2018-04-20 19:38:53,"b"" #SignsYoureInMyHometown RT @BrushingOff: A stranger told me I smelled good today.  I didn't have the heart to tell them it was from the Febreze I sprayed in my car\xe2\x80\xa6""",California
2018-04-20 19:38:50,b'Destination is nothing more than a direction in awareness... #SignsYoureInMyHometown #NationalSchoolWalkout https://t.co/KsDJYJiZka',California
2018-04-20 19:38:50,"b""#SignsYoureInMyHometown\nIf you've sneeze the whole neighbour hood knows about it.""",California
2018-04-20 19:38:48,b'RT @CuteLazy_Panda: #SignsYoureInMyHometown\nLate summer is panda baby watch season. \xf0\x9f\xa4\x9e https://t.co/Tp0QTaV0Zh',California
2018-04-20 19:38:47,b'You are paying some of highest rents and mortgages in the country #SignsYoureInMyHometown',California
2018-04-20 19:38:47,b'RT @LievensATweet: You see me in your bedroom window at night. #SignsYoureInMyHometown',California
2018-04-20 19:38:46,"b"" #SignsYoureInMyHometown You park your car in a legal parking spot at night, and in the morning you find out it's now marked as a paid parki\xe2\x80\xa6 https://t.co/kLLwuxgWHP""",California
2018-04-20 19:38:44,b'RT @elizettezamora: The great Mexican food you\xe2\x80\x99ll come across \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #SignsYoureInMyHometown',California
2018-04-20 19:38:43,"b""You're on another plain of existence or at least another time #SignsYoureInMyHometown https://t.co/bFtVyIQPOz""",California
2018-04-20 19:38:43,b'RT @tweetsbyeddie: Slow walking tourist everywhere! \xf0\x9f\xa4\xa6\n#SignsYoureInMyHometown https://t.co/YfL3NC6nyC',California
2018-04-20 19:38:42,"b""RT @OriginalKMF: You smell pig farms even though they aren't the anymore, and you are in Jersey.  \xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa2  #SignsYoureInMyHometown""",California
2018-04-20 19:38:42,b'You\xe2\x80\x99re downtown looking for gorditas #Fiesta #SignsYoureInMyHometown https://t.co/1mjfwBmJSv',California
2018-04-20 19:38:41,b'RT @SadlyCatless: Developers are buying up property like candy. #SignsYoureInMyHometown',California
2018-04-20 19:38:39,"b"" #SignsYoureInMyHometown Excuse me miss, do you have any change?\nMa'am excuse me, can you spare change for food?\nMiss, got any change? I nee\xe2\x80\xa6 https://t.co/63X0K4B1lW""",California
2018-04-20 19:38:39,b'RT @laughingskull59: Not many women...\n#SignsYoureInMyHometown https://t.co/MADl4P0ONR',California
2018-04-20 19:38:37,b'RT @stlsaint: Friendly faces aren\xe2\x80\x99t so friendly..neither are the signs #SignsYoureInMyHometown https://t.co/cs8wXtZByV',California
2018-04-20 19:38:34,b'RT @laughingskull59: We respect authority...\n#SignsYoureInMyHometown https://t.co/X6W2bNLCBY',California
2018-04-20 19:38:34,"b' #SignsYoureInMyHometown RT @mayhall_diana: Remember the hottest trends in London, LA, and New York in 2008?  Yeah, well, we got all of that here, too. Last Thursda\xe2\x80\xa6'",California
2018-04-20 19:38:34,b'RT @ricosuave60: #SignsYoureInMyHometown You might run into my father buying cigarettes. He went to get them 33 years ago.',California
2018-04-20 19:38:31,"b""RT @StewballWCNR: #SignsYoureInMyHometown: You're drinking in the woods and your voice is suddenly extremely guttural.""",California
2018-04-20 19:38:30,b'#SignsYoureInMyHometown -televisions in all public areas are tuned to Fox News. Evangelical Churches every quarter\xe2\x80\xa6 https://t.co/TwucPqTVf1',California
2018-04-20 19:38:27,"b'RT @BeckysKillinIt: #SignsYoureInMyHometown Stop by ""Juniors"" &amp; tell Reggie that Becky said give you a whole strawberry cheesecake on the a\xe2\x80\xa6'",California
2018-04-20 19:38:26,b'#SignsYoureInMyHometown\nWhen you see the Arch!!\n#imfromthelouandimproud #stl #saintlouis https://t.co/Al1gqhftxl',California
2018-04-20 19:38:25,"b""No one has looked at you the entire time you've been here\n\n#SignsYoureInMyHometown #Toronto https://t.co/GuouaXfuww""",California
2018-04-20 19:38:24,"b"" #SignsYoureInMyHometown RT @BrushingOff: A stranger told me I smelled good today.  I didn't have the heart to tell them it was from the Febreze I sprayed in my car\xe2\x80\xa6""",California
2018-04-20 19:38:23,"b""RT @MilosRocks: The soccer hooligans are eyeing you because your shoes aren't torn and you probably have money\n\n #SignsYoureInMyHometown #B\xe2\x80\xa6""",California
2018-04-20 19:38:23,b'RT @tweetsbyeddie: Slow walking tourist everywhere! \xf0\x9f\xa4\xa6\n#SignsYoureInMyHometown https://t.co/YfL3NC6nyC',California
2018-04-20 19:38:22,b'RT @KeshaTedder: #SignsYoureInMyHometown You see me waving at you.',California
2018-04-20 19:38:18,b'RT @outrageous74: Surviving a crosswalk is a huge accomplishment #SignsYoureInMyHometown https://t.co/XFC5AqrUqR',California
2018-04-20 19:38:17,b'RT @SadlyCatless: Not one health food store #SignsYoureInMyHometown https://t.co/aQIX27T3YB',California
2018-04-20 19:38:16,b'Every meal comes with a biscuit and systemic racism.  #SignsYoureInMyHometown',California
2018-04-20 19:38:14,b'RT @_lola_bee: The only traffic jam is a tractor on the road\n#SignsYoureInMyHometown',California
2018-04-20 19:38:14,"b'#SignsYoureInMyHometown  You hear the words ""Spaghetti Junction"" and ""The Big Chicken"" used in traffic updates. https://t.co/7GKLZECnmq'",California
2018-04-20 19:38:13,b'RT @i_froggo: #SignsYoureInMyHometown The roof of your car will be covered in seagull shit.',California
2018-04-20 19:38:10,b'RT @BadBoxArtMarc: All the white folks at Applebee\xe2\x80\x99s. #SignsYoureInMyHometown',California
2018-04-20 19:38:08,b'RT @kandee_kandee: #SignsYoureInMyHometown\nGiving directions based on what type of field you pass is totally acceptable.',California
2018-04-20 19:38:08,"b""RT @Splashysashy: #SignsYoureInMyHometown I'm saying nothing....\nWell, it is rude to talk with your mouth full \xf0\x9f\x98\x89 \xf0\x9f\x98\x98 https://t.co/LxezioUpHi""",California
2018-04-20 19:38:08,b'RT @just4hashtags: You definitely can spot the out of towners #SignsYoureInMyHometown https://t.co/iatseKgXxJ',California
2018-04-20 19:38:06,b'We used to have a great amusement park! Now we have a hotel &amp; a mall....\n#SignsYoureInMyHometown https://t.co/t0ZitdybZp',California
2018-04-20 19:38:05,b'RT @tweetsbyeddie: You take the train to get around and say FML every time. Thanks @MTA\n#SignsYoureInMyHometown https://t.co/3l6S3RCPWz',California
2018-04-20 19:38:05,b'RT @liquidorc: #SignsYoureInMyHometown You might see a sign touting it as \xe2\x80\x9cThe Pacemaker of the Piedmont\xe2\x80\x9d\nWhich always seemed silly to me...',California
2018-04-20 19:38:04,b'RT @CuteLazy_Panda: #SignsYoureInMyHometown\nLate summer is panda baby watch season. \xf0\x9f\xa4\x9e https://t.co/Tp0QTaV0Zh',California
2018-04-20 19:38:04,"b"" #SignsYoureInMyHometown A stranger told me I smelled good today.  I didn't have the heart to tell them it was from the Febreze I sprayed in\xe2\x80\xa6 https://t.co/wiZLB6FHfd""",California
2018-04-20 19:38:02,b'RT @BaronVonGoolo: The native flora. #SignsYoureInMyHometown https://t.co/XfsnWzm8Kq',California
2018-04-20 19:38:01,b'RT @ashleybre35: #SignsYoureInMyHometown fry sauce &gt; ketchup. And don\xe2\x80\x99t let Heinz fool you. It\xe2\x80\x99s not new. It\xe2\x80\x99s been popular in Utah FOREVER.',California
2018-04-20 19:38:00,"b""RT @heyjacqui_: They've gone 49 years without a river fire. #SignsYoureInMyHometown https://t.co/vs6FW5B897""",California
2018-04-20 19:37:59,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',California
2018-04-20 19:37:58,b'All street names follow the pattern \xe2\x80\x9cCounty Rd ###\xe2\x80\x9d\n\n #SignsYoureInMyHometown',California
2018-04-20 19:37:55,"b'RT @HelenMaryMe: #SignsYoureInMyHometown\n\nYou get mugged when you stop to take a picture of the Empire State Building, but a passing Good S\xe2\x80\xa6'",California
2018-04-20 19:37:52,b'#SignsYoureInMyHometown The ideal crazy night out entails a trip to Waffle House and Target.',California
2018-04-20 19:37:51,"b""Everybody is anxiously hoping you're famous! #SignsYoureInMyHometown https://t.co/KNaKchSsQk""",California
2018-04-20 19:37:49,"b""You feel like you're in yours #SignsYoureInMyHometown""",California
2018-04-20 19:37:49,b'RT @clark_gasm: You\xe2\x80\x99re using google maps to figure out how to get the hell out.  #SignsYoureInMyHometown',California
2018-04-20 19:37:48,b'#SignsYoureInMyHometown Old timey music starts piping through your brainpan and for some odd reason you have a hank\xe2\x80\xa6 https://t.co/VI6X6nfcmo',California
2018-04-20 19:37:45,b'RT @Royal_RannaAnna: You can get \xe2\x80\x9cstuck\xe2\x80\x9d behind a tractor while driving. #SignsYoureInMyHometown',California
2018-04-20 19:37:45,"b""#SignsYoureInMyHometown when there's more potholes than road""",California
2018-04-20 19:37:43,"b""RT @5Sunbeams: #SignsYoureInMyHometown The national dress code is raincoat and wellie's""",California
2018-04-20 19:37:43,b'RT @HashtagRoundup: #8 USA #SignsYoureInMyHometown with @HappyHourTags hosted by @heyjacqui_ @mamabridgee @Moon_River05 @K_inberea83\n\nPlay\xe2\x80\xa6',California
2018-04-20 19:37:40,b'Traffic sucks #SignsYoureInMyHometown',California
2018-04-20 19:37:40,b'RT @DurangoRonK: #SignsYoureInMyHometown ... This place \xf0\x9f\x91\x87 https://t.co/erwYPpUWGw',California
2018-04-20 19:37:39,b'#SignsYoureInMyHometown\n\nYou have to go to Albany or Catskill for just about anything',California
2018-04-20 19:37:37,b'RT @HashtagRoundup: Keep rocking #SignsYoureInMyHometown with @HappyHourTags hosted by @heyjacqui_ @mamabridgee @Moon_River05 @K_inberea83',California
2018-04-20 19:37:34,"b'A loop of Marisa Tomei saying ""I\'ll bet the Chinese Food is terrible"" plays over &amp; over in your head. #SignsYoureInMyHometown'",California
2018-04-20 19:37:32,b'RT @iwantarewind: #SignsYoureInMyHometown\n\nToo many remnants of economic upheaval and a lost middle class. https://t.co/naKzTtpxzX',California
2018-04-20 19:37:32,b'RT @SethFromThe716: You might still see snow on the ground in the middle of April\n\n#SignsYoureInMyHometown',California
2018-04-20 19:37:32,b'RT @KevinLampert1: #SignsYoureInMyHometown you see the town cop watching for speeders. Yes THE town cop...as in only one. https://t.co/ykvy\xe2\x80\xa6',California
2018-04-20 19:37:29,b'RT @Royal_RannaAnna: You can get \xe2\x80\x9cstuck\xe2\x80\x9d behind a tractor while driving. #SignsYoureInMyHometown',California
2018-04-20 19:37:28,b'RT @qprrforme: #SignsYoureInMyHometown \nThey are still letting off fireworks from last November the 5th',California
2018-04-20 19:37:25,b'RT @JanGilson: #SignsYoureInMyHometown\nYou get waved at. A lot. https://t.co/6TkPm7aWzN',California
2018-04-20 19:37:25,"b' #SignsYoureInMyHometown Someone high up the ranks would say our town is full of rapists, and you know, a few of us are good people, but eve\xe2\x80\xa6 https://t.co/Q7u4dDcnyM'",California
2018-04-20 19:37:24,b'It\xe2\x80\x99s the ghetto #SignsYoureInMyHometown',California
2018-04-20 19:37:20,"b'RT @8873422: Placed ""dibs"" chairs in a street-parking place you shoveled out. \n\n#SignsYoureInMyHometown https://t.co/NBj5UGgMUw'",California
2018-04-20 19:37:19,"b'\xe2\x80\x9cIs that a giant toilet brush\xe2\x80\x9d\n\xe2\x80\x9cNope, cell phone tower disguised as a tree\xe2\x80\x9d\n#SignsYoureInMyHometown #HagerstownMd https://t.co/5uhLRm0y0U'",California
2018-04-20 19:37:13,b'RT @TristaSnyder32: #SignsYoureInMyHometown There is more cows than people.',California
2018-04-20 19:37:11,"b'RT @Jennrosehart1: #SignsYoureInMyHometown Red Rocks, beautiful sunsets and a bunch of New Age BS https://t.co/L9ODLSOSfq'",California
2018-04-20 19:37:10,"b'RT @BrainyJayney: Everyone has an orange tan, fake eyelashes n fake nails, but that could be many places in Essex!!  #SignsYoureInMyHometown'",California
2018-04-20 19:37:10,"b""RT @JMoney731: You're on the Boardwalk and you don't owe rent!\n#SignsYoureInMyHometown https://t.co/RusRK8xbwN""",California
2018-04-20 19:37:07,b'#SignsYoureInMyHometown\nYou will definitely see the beautiful world known Space Needle',California
2018-04-20 19:37:05,b'RT @MTopkat3852: #SignsYoureInMyHometown\nThe restaurants are great https://t.co/1OQ3St5DK5',California
2018-04-20 19:37:03,b'RT @DustinG_86: You mostly see scenery &amp; not many businesses\n#SignsYoureInMyHometown',California
2018-04-20 19:37:01,b'RT @laughingskull59: Not many women...\n#SignsYoureInMyHometown https://t.co/MADl4P0ONR',California
2018-04-20 19:36:59,b'RT @SadlyCatless: Not one health food store #SignsYoureInMyHometown https://t.co/aQIX27T3YB',California
2018-04-20 19:36:59,b'#SignsYoureInMyHometown\nGiving directions based on what type of field you pass is totally acceptable.',California
2018-04-20 19:36:58,b'You can faintly hear International Players Anthem playing from anywhere in the city. #SignsYoureInMyHometown\xe2\x80\xa6 https://t.co/al66pbPodQ',California
2018-04-20 19:36:56,"b""RT @FlyTheBlueW: #SignsYoureInMyHometown\nCactus aren't decoration. You will get hurt. https://t.co/PeFjRanl3d""",California
2018-04-20 19:36:52,"b""#SignsYoureInMyHometown\n\nYou're not. You blinked and missed it. https://t.co/GVFQAVvlzG""",California
2018-04-20 19:36:50,"b""RT @Nessa_Star4: #SignsYoureInMyHometown It's 103 degrees and feels like your in Mordor from Lord of the Rings... https://t.co/3VFxDDtTeq""",California
2018-04-20 19:36:49,b'RT @laughingskull59: We respect authority...\n#SignsYoureInMyHometown https://t.co/X6W2bNLCBY',California
2018-04-20 19:36:46,b'RT @laughingskull59: Not many women...\n#SignsYoureInMyHometown https://t.co/MADl4P0ONR',California
2018-04-20 19:36:45,b'#SignsYoureInMyHometown The only balls dropping on New Years Eve are mine...',California
2018-04-20 19:36:43,b'RT @Ladyfish666: #SignsYoureInMyHometown The people are wicked smaht. https://t.co/VKLvGIJLMJ',California
2018-04-20 19:36:42,"b"" #SignsYoureInMyHometown The soccer hooligans are eyeing you because your shoes aren't torn and you probably have money\xe2\x80\xa6 https://t.co/Z9ZIQMkf5j""",California
2018-04-20 19:36:39,b'RT @Dinah0102: #SignsYoureInMyHometown \xe2\x80\x9cYa\xe2\x80\x99ll\xe2\x80\x9d and \xe2\x80\x9cover yonder\xe2\x80\x9d are considered proper English.',California
2018-04-20 19:36:39,b'RT @Nate_Churchill_: Someone tries to sell you essential oils. The same person then offers you Meth.\n#SignsYoureInMyHometown',California
2018-04-20 19:36:35,b'You may see this guy out and about  #SignsYoureInMyHometown https://t.co/ckseIG8UQ7',California
2018-04-20 19:36:35,b'RT @ZarrarSalahPTI: #SignsYoureInMyHometown\nThe streets are filled with truly delicious food to eat...',California
2018-04-20 19:36:33,b'#SignsYoureInMyHometown EVERYONE KNOWS YOUR ENTIRE LIFE STORY',California
2018-04-20 19:36:28,b'RT @ZarrarSalahPTI: #SignsYoureInMyHometown\nThe streets are filled with truly delicious food to eat...',California
2018-04-20 19:36:28,"b'RT @SadlyCatless: Everything is within walking distance, but people drive everywhere anyway. #SignsYoureInMyHometown'",California
2018-04-20 19:36:23,b'RT @DustinG_86: You mostly see scenery &amp; not many businesses\n#SignsYoureInMyHometown',California
2018-04-20 19:36:22,"b""RT @HappyHourTags: You'll find the Best. Damn. Barbecue. Anywhere. #SignsYoureInMyHometown https://t.co/ZFLnNUhGuG""",California
2018-04-20 19:36:19,"b'RT @heartshapedjoy: It\xe2\x80\x99s not abnormal to see cars with doll heads, plastic bananas or hot wheels glued on top #SignsYoureInMyHometown #Chap\xe2\x80\xa6'",California
2018-04-20 19:36:18,b'You start seeing a bunch of historic sites about Lincoln #SignsYoureInMyHometown',California
2018-04-20 19:36:17,b'i got confused when i saw tweets on #SignsYoureInMyHometown that were actually positive about where they live like\xe2\x80\xa6 https://t.co/3BcID2NcLp',California
2018-04-20 19:36:16,b'Slow walking tourist everywhere! \xf0\x9f\xa4\xa6\n#SignsYoureInMyHometown https://t.co/YfL3NC6nyC',California
2018-04-20 19:36:16,b'You can see Mexico from your house. #SignsYoureInMyHometown',California
2018-04-20 19:36:16,"b'Christian churches everywhere, not one true Christian to be found. #hypocrites  #SignsYoureInMyHometown'",California
2018-04-20 19:36:15,"b""RT @BardotPosey: #SignsYoureInMyHometown you're almost positive you took a wrong turn.""",California
2018-04-20 19:36:15,"b""RT @Superbokka: #SignsYoureInMyHometown St Mary's Lighthouse here on the North East coast of the Uk. https://t.co/YeVzlwq0NJ""",California
2018-04-20 19:36:14,"b' #SignsYoureInMyHometown Remember the hottest trends in London, LA, and New York in 2008?  Yeah, well, we got all of that here, too. Last Th\xe2\x80\xa6 https://t.co/xEnzft9IZE'",California
2018-04-20 19:36:12,b'Developers are buying up property like candy. #SignsYoureInMyHometown',California
2018-04-20 19:36:11,b'#SignsYoureInMyHometown you see this https://t.co/IbA8NF00P2 or a famous 3-way https://t.co/WAk06yYQqu',California
2018-04-20 19:36:11,b'Your neighbors on both sides of you speak different languages and a little English too. #SignsYoureInMyHometown',California
2018-04-20 19:36:09,b'RT @KeshaTedder: #SignsYoureInMyHometown You see me waving at you.',California
2018-04-20 19:36:09,b'If you hear banjos run like the wind!  #SignsYoureInMyHometown',California
2018-04-20 19:36:06,"b""RT @SamGoodman990: #SignsYoureInMyHometown there's more people leaving then visiting""",California
2018-04-20 19:36:06,"b""RT @DanielAshley13: #SignsYoureInMyHometown This  is the inside of our mall, within walking distance on a nice day.  Every fancy store you'\xe2\x80\xa6""",California
2018-04-20 19:36:04,"b""RT @FireBlaze1901: #SignsYoureInMyHometown It's raining and smells like cow shit""",California
2018-04-20 19:36:03,b'#SignsYoureInMyHometown\nYou visit shit like the Wright-Patt Air Force Museum and watch plays at the Schuster Center #Dayton #Ohio',California
2018-04-20 19:36:02,b'RT @Kryptomovies77: They brag about being the first ones to start eating Tide Pods #SignsYoureInMyHometown\n@HappyHourTags',California
2018-04-20 19:36:02,b'RT @Gamzplayah: #SignsYoureInMyHometown            \n\nYou might see my band playing a show! https://t.co/62shYcttAV',California
2018-04-20 19:35:59,b'RT @AlphaPsiJake: The Dollar General is the busiest spot in town.  #SignsYoureInMyHometown',California
2018-04-20 19:35:57,b'RT @mamabridgee: #SignsYoureInMyHometown Alot of guys look like this. https://t.co/Mc5pcuVD28',California
2018-04-20 19:35:56,"b""RT @TKComedy2013: #SignsYoureInMyHometown - Everything's on one side coming into and leaving town....""",California
2018-04-20 19:35:55,"b""You're a tourist trying in vain to look like some kinda cowpoke. #SignsYoureInMyHometown #yyc https://t.co/yYa3WpuKXP""",California
2018-04-20 19:35:53,"b"" #SignsYoureInMyHometown RT @dawning_star: It's a beautiful day with a sky full of dust, hurricane-strength winds, and drivers either deathly allergic to or afraid\xe2\x80\xa6""",California
2018-04-20 19:35:49,"b""RT @MyZoezac: #SignsYoureInMyHometown\nYou're driving down Beaver Ave.""",California
2018-04-20 19:35:48,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',California
2018-04-20 19:35:48,b'RT @sunkisseeddd: #SignsYoureInMyHometown\nThe view is breathtaking https://t.co/zeLkaPuML2',California
2018-04-20 19:35:47,b'RT @Royal_RannaAnna: You can get \xe2\x80\x9cstuck\xe2\x80\x9d behind a tractor while driving. #SignsYoureInMyHometown',California
2018-04-20 19:35:46,"b'RT @c_wamp_: You think the only things in life are drugs, alcohol, and/or video games. #SignsYoureInMyHometown'",California
2018-04-20 19:35:42,b'#SignsYoureInMyHometown You go inside because you hear the mosquito truck coming.',California
2018-04-20 19:35:42,"b""#SignsYoureInMyHometown you'll see dog poop trees https://t.co/X019y9ULhY""",California
2018-04-20 19:35:41,b'RT @ScienceGiggles: #SignsYoureInMyHometown tourists wander around and try to work out where Trainspotting was filmed',California
2018-04-20 19:35:40,"b'@UPGirlcd Referring to ""The Gay Couple"" because they are the only ones. #SignsYoureInMyHometown'",California
2018-04-20 19:35:40,"b""RT @StorminOnNorman: You're surrounded by 8 federal prisons...really no joke! #SignsYoureInMyHometown https://t.co/rcuRHxWDMs""",California
2018-04-20 19:35:39,"b""RT @FireBlaze1901: #SignsYoureInMyHometown It's raining and smells like cow shit""",California
2018-04-20 19:35:36,b'Road safety is a top priority!#SignsYoureInMyHometown https://t.co/PfC8WL7ayf',California
2018-04-20 19:35:36,"b""There's a taco shop on every corner. #SignsYoureInMyHometown""",California
2018-04-20 19:35:35,b'RT @ReadyToDestroyU: Oil field workers and a mass amount of tweakers #SignsYoureInMyHometown',California
2018-04-20 19:35:34,b'Overalls are considered \xe2\x80\x9cblack tie\xe2\x80\x9d\n\n #SignsYoureInMyHometown',California
2018-04-20 19:35:34,b'The great Mexican food you\xe2\x80\x99ll come across \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #SignsYoureInMyHometown',California
2018-04-20 19:35:31,b'When it smells horrible #SignsYoureInMyHometown',California
2018-04-20 19:35:30,b'Lots of boringness. #SignsYoureInMyHometown',California
2018-04-20 19:35:29,"b'RT @FarrahnotFawcet: #SignsYoureInMyHometown\nEven if you don\xe2\x80\x99t know what you are doing, everyone else in town does...'",California
2018-04-20 19:35:28,b'RT @tlcprincess: Poutine is everywhere #SignsYoureInMyHometown https://t.co/6T4XnBmeKs',California
2018-04-20 19:35:26,"b""RT @UPGirlcd: Everyone knows you're from out of town. #SignsYoureInMyHometown""",California
2018-04-20 19:35:26,b'Nobody uses turn signals and they all white people  #SignsYoureInMyHometown',California
2018-04-20 19:35:21,"b""RT @Spikeyorks: You've just said hello to a pothole. #SignsYoureInMyHometown https://t.co/RN6kWcCltq""",California
2018-04-20 19:35:20,b'RT @WonderKat365: #SignsYoureInMyHometown everyone is doing crazy hand gestures \xe2\x9d\xa4\xf0\x9f\x8c\xb0 https://t.co/hD4XBBckam',California
2018-04-20 19:35:18,"b""RT @BeckysKillinIt: #SignsYoureInMyHometown Don't take the G train pass Classon ave! If you're at the Bedford-Nostrand stop.. it's too late\xe2\x80\xa6""",California
2018-04-20 19:35:18,"b' #SignsYoureInMyHometown You can walk across the border into TJ, get the best tacos you\xe2\x80\x99ve ever had in your life and be back in the U.S all\xe2\x80\xa6 https://t.co/JenqtJiXD6'",California
2018-04-20 19:35:16,b'RT @DurangoRonK: #SignsYoureInMyHometown ... This place \xf0\x9f\x91\x87 https://t.co/erwYPpUWGw',California
2018-04-20 19:35:16,b'Cheetah print hair? Sure. Monk parades? Why not.  #SignsYoureInMyHometown #ChapelHill',California
2018-04-20 19:35:15,b'RT @charley_ck14: I\xe2\x80\x99m nowhere to be found. #SignsYoureInMyHometown',California
2018-04-20 19:35:14,b'You have more churches than places to eat! Welcome to the gold buckle of the bible belt.  #SignsYoureInMyHometown #Bible',California
2018-04-20 19:35:13,"b""RT @dethbycofee: #SignsYoureInMyHometown\n\nYou're greeted by a large rat https://t.co/8itGuNFJlK""",California
2018-04-20 19:35:13,b'RT @fivefortweeting: #SignsYoureInMyHometown\n\nYou can go to any lake in my city and get a good picture of the View that\xe2\x80\x99s why I love where\xe2\x80\xa6',California
2018-04-20 19:35:13,b'#SignsYoureInMyHometown you purchase a Queer.',California
2018-04-20 19:35:12,b'#SignsYoureInMyHometown\n\nYou might see somebody drive a tractor down the road wherever you go cause that\xe2\x80\x99s somethin\xe2\x80\xa6 https://t.co/YhiLx71TuL',California
2018-04-20 19:35:09,b'My mom will invite you to the church potluck. #SignsYoureInMyHometown',California
2018-04-20 19:35:08,b'RT @Limeylizzie: When you see the Samaritans phone on top of the cliffs.\n\n#SignsYoureInMyHometown https://t.co/919bjIqNBe',California
2018-04-20 19:35:05,b'#SignsYoureInMyHometown\nYou get dinner invitations. https://t.co/HEkW2Nh6sN',California
2018-04-20 19:35:03,b'\xe2\x98\xae\xef\xb8\x8f\xf0\x9f\x90\xb1 #SignsYoureInMyHometown Celebs shopping in a convenience store https://t.co/Lo0MkjUJdl',California
2018-04-20 19:35:02,b'RT @RachelJuly16: #SignsYoureInMyHometown \nEvery car has a swerving 90 year old in it. \xf0\x9f\x98\xa1',California
2018-04-20 19:34:58,"b""RT @BeckysKillinIt: #SignsYoureInMyHometown Don't take the G train pass Classon ave! If you're at the Bedford-Nostrand stop.. it's too late\xe2\x80\xa6""",California
2018-04-20 19:34:58,b'#SignsYoureInMyHometown the strippers pay you for a dance',California
2018-04-20 19:34:55,b'That smell? It\xe2\x80\x99s the dog food plant.\n#SignsYoureInMyHometown',California
2018-04-20 19:34:52,"b'RT @BeckysKillinIt: #SignsYoureInMyHometown Stop by ""Juniors"" &amp; tell Reggie that Becky said give you a whole strawberry cheesecake on the a\xe2\x80\xa6'",California
2018-04-20 19:34:52,b'RT @Unlucky_Menace: #SignsYoureInMyHometown it\xe2\x80\x99s snowing in April',California
2018-04-20 19:34:51,b'#SignsYoureInMyHometown When you pass the CDC building. https://t.co/2nD1bW8mVe',California
2018-04-20 19:34:49,b'RT @BarbaraConover: Or angry lawnmower motorists #SignsYoureInMyHometown https://t.co/7tHKCLamDM',California
2018-04-20 19:34:44,b'All the women wear their birthday suits on night out! #SignsYoureInMyHometown',California
2018-04-20 19:34:44,b'RT @Erykah_84: #SignsYoureInMyHometown You get a sudden craving for Chuck Wagon.',California
